물품순번,물품명,판매지방청명,판매금액,판매한도수량값,판매종료일자
7,주석(99.85%이상),"부산,인천,대구,전북",48430000,6톤/주 ,2025-01-31
8,주석(99.90%이상),"부산,인천,대구,전북",48460000,4톤/주 ,2025-01-31
9,니켈(합금용),"부산,인천,대구",27020000,5톤/주 ,2025-01-31
10,니켈(도금용),"부산,인천",27260000,3톤/주,2025-01-31
11,인듐(대여),인천,552859750,0톤/주 ,2025-01-31
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4420000,통합50톤/주,2025-01-24
2,알루미늄(비서구산),"부산,인천,대구,전북",4420000,통합50톤/주,2025-01-24
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14680000,50톤/주 ,2025-01-24
4,납(99.99%이상),"인천,대구,부산",3250000,200톤/주 ,2025-01-24
5,납(99.99%이상),전북,3160000,200톤/주 ,2025-01-24
6,아연,"부산,인천,대구,전북",4630000,15톤/주 ,2025-01-24
7,주석(99.85%이상),"부산,인천,대구,전북",48050000,6톤/주 ,2025-01-24
8,주석(99.90%이상),"부산,인천,대구,전북",48080000,4톤/주 ,2025-01-24
9,니켈(합금용),"부산,인천,대구",27580000,5톤/주 ,2025-01-24
10,니켈(도금용),"부산,인천",27810000,3톤/주,2025-01-24
11,인듐(대여),인천,561501180,0톤/주 ,2025-01-24
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4420000,통합50톤/주,2025-01-23
2,알루미늄(비서구산),"부산,인천,대구,전북",4420000,통합50톤/주,2025-01-23
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14660000,50톤/주 ,2025-01-23
4,납(99.99%이상),"인천,대구,부산",3280000,200톤/주 ,2025-01-23
5,납(99.99%이상),전북,3200000,200톤/주 ,2025-01-23
6,아연,"부산,인천,대구,전북",4720000,15톤/주 ,2025-01-23
7,주석(99.85%이상),"부산,인천,대구,전북",48630000,6톤/주 ,2025-01-23
8,주석(99.90%이상),"부산,인천,대구,전북",48670000,4톤/주 ,2025-01-23
9,니켈(합금용),"부산,인천,대구",27650000,5톤/주 ,2025-01-23
10,니켈(도금용),"부산,인천",27880000,3톤/주,2025-01-23
11,인듐(대여),인천,561501180,0톤/주 ,2025-01-23
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4450000,통합50톤/주,2025-01-22
2,알루미늄(비서구산),"부산,인천,대구,전북",4450000,통합50톤/주,2025-01-22
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14780000,50톤/주 ,2025-01-22
4,납(99.99%이상),"인천,대구,부산",3290000,200톤/주 ,2025-01-22
5,납(99.99%이상),전북,3210000,200톤/주 ,2025-01-22
6,아연,"부산,인천,대구,전북",4750000,15톤/주 ,2025-01-22
7,주석(99.85%이상),"부산,인천,대구,전북",48640000,6톤/주 ,2025-01-22
8,주석(99.90%이상),"부산,인천,대구,전북",48670000,4톤/주 ,2025-01-22
9,니켈(합금용),"부산,인천,대구",28250000,5톤/주 ,2025-01-22
10,니켈(도금용),"부산,인천",28470000,3톤/주,2025-01-22
11,인듐(대여),인천,561501180,0톤/주 ,2025-01-22
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4580000,통합50톤/주,2025-01-21
2,알루미늄(비서구산),"부산,인천,대구,전북",4570000,통합50톤/주,2025-01-21
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14900000,50톤/주 ,2025-01-21
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-01-21
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-01-21
6,아연,"부산,인천,대구,전북",4870000,15톤/주 ,2025-01-21
7,주석(99.85%이상),"부산,인천,대구,전북",49230000,6톤/주 ,2025-01-21
8,주석(99.90%이상),"부산,인천,대구,전북",49270000,4톤/주 ,2025-01-21
9,니켈(합금용),"부산,인천,대구",28530000,5톤/주 ,2025-01-21
10,니켈(도금용),"부산,인천",28760000,3톤/주,2025-01-21
11,인듐(대여),인천,561501180,0톤/주 ,2025-01-21
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4580000,통합50톤/주,2025-01-20
2,알루미늄(비서구산),"부산,인천,대구,전북",4580000,통합50톤/주,2025-01-20
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14830000,50톤/주 ,2025-01-20
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-01-20
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-01-20
6,아연,"부산,인천,대구,전북",4860000,15톤/주 ,2025-01-20
7,주석(99.85%이상),"부산,인천,대구,전북",48480000,6톤/주 ,2025-01-20
8,주석(99.90%이상),"부산,인천,대구,전북",48510000,4톤/주 ,2025-01-20
9,니켈(합금용),"부산,인천,대구",28670000,5톤/주 ,2025-01-20
10,니켈(도금용),"부산,인천",28900000,3톤/주,2025-01-20
11,인듐(대여),인천,561501180,0톤/주 ,2025-01-20
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4500000,통합50톤/주,2025-01-17
2,알루미늄(비서구산),"부산,인천,대구,전북",4500000,통합50톤/주,2025-01-17
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14880000,50톤/주 ,2025-01-17
4,납(99.99%이상),"인천,대구,부산",3340000,200톤/주 ,2025-01-17
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-01-17
6,아연,"부산,인천,대구,전북",4750000,15톤/주 ,2025-01-17
7,주석(99.85%이상),"부산,인천,대구,전북",48030000,6톤/주 ,2025-01-17
8,주석(99.90%이상),"부산,인천,대구,전북",48060000,4톤/주 ,2025-01-17
9,니켈(합금용),"부산,인천,대구",28430000,5톤/주 ,2025-01-17
10,니켈(도금용),"부산,인천",28660000,3톤/주,2025-01-17
11,인듐(대여),인천,575531450,0톤/주 ,2025-01-17
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4450000,통합50톤/주,2025-01-16
2,알루미늄(비서구산),"부산,인천,대구,전북",4450000,통합50톤/주,2025-01-16
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14820000,50톤/주 ,2025-01-16
4,납(99.99%이상),"인천,대구,부산",3290000,200톤/주 ,2025-01-16
5,납(99.99%이상),전북,3210000,200톤/주 ,2025-01-16
6,아연,"부산,인천,대구,전북",4740000,15톤/주 ,2025-01-16
7,주석(99.85%이상),"부산,인천,대구,전북",48190000,6톤/주 ,2025-01-16
8,주석(99.90%이상),"부산,인천,대구,전북",48220000,4톤/주 ,2025-01-16
9,니켈(합금용),"부산,인천,대구",28310000,5톤/주 ,2025-01-16
10,니켈(도금용),"부산,인천",28540000,3톤/주,2025-01-16
11,인듐(대여),인천,575531450,0톤/주 ,2025-01-16
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4380000,통합50톤/주,2025-01-15
2,알루미늄(비서구산),"부산,인천,대구,전북",4380000,통합50톤/주,2025-01-15
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14810000,50톤/주 ,2025-01-15
4,납(99.99%이상),"인천,대구,부산",3350000,200톤/주 ,2025-01-15
5,납(99.99%이상),전북,3260000,200톤/주 ,2025-01-15
6,아연,"부산,인천,대구,전북",4740000,15톤/주 ,2025-01-15
7,주석(99.85%이상),"부산,인천,대구,전북",48550000,6톤/주 ,2025-01-15
8,주석(99.90%이상),"부산,인천,대구,전북",48590000,4톤/주 ,2025-01-15
9,니켈(합금용),"부산,인천,대구",28520000,5톤/주 ,2025-01-15
10,니켈(도금용),"부산,인천",28750000,3톤/주,2025-01-15
11,인듐(대여),인천,575531450,0톤/주 ,2025-01-15
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4440000,통합50톤/주,2025-01-14
2,알루미늄(비서구산),"부산,인천,대구,전북",4440000,통합50톤/주,2025-01-14
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14790000,50톤/주 ,2025-01-14
4,납(99.99%이상),"인천,대구,부산",3360000,200톤/주 ,2025-01-14
5,납(99.99%이상),전북,3280000,200톤/주 ,2025-01-14
6,아연,"부산,인천,대구,전북",4770000,15톤/주 ,2025-01-14
7,주석(99.85%이상),"부산,인천,대구,전북",48990000,6톤/주 ,2025-01-14
8,주석(99.90%이상),"부산,인천,대구,전북",49020000,4톤/주 ,2025-01-14
9,니켈(합금용),"부산,인천,대구",28570000,5톤/주 ,2025-01-14
10,니켈(도금용),"부산,인천",28810000,3톤/주,2025-01-14
1,알루미늄(서구산),"부산,인천,대구,대전, 전북",4420000,통합50톤/주,2025-01-13
2,알루미늄(비서구산),"부산,인천,대구,전북",4410000,통합50톤/주,2025-01-13
3,구리(99.99%이상),"부산,인천,대구,대전, 전북",14760000,50톤/주 ,2025-01-13
4,납(99.99%이상),"인천,대구,부산",3380000,200톤/주 ,2025-01-13
5,납(99.99%이상),전북,3300000,200톤/주 ,2025-01-13
6,아연,"부산,인천,대구,전북",4770000,15톤/주 ,2025-01-13
7,주석(99.85%이상),"부산,인천,대구,전북",48880000,6톤/주 ,2025-01-13
8,주석(99.90%이상),"부산,인천,대구,전북",48910000,4톤/주 ,2025-01-13
9,니켈(합금용),"부산,인천,대구",28100000,5톤/주 ,2025-01-13
10,니켈(도금용),"부산,인천",28330000,3톤/주,2025-01-13
